"election_year","State","Date","Candidate","party","days_till_election","id","value"
"2012","NH",2012-10-09,"Obama","D",28,15665,48
"2012","NH",2012-10-09,"Romney","R",28,15665,48
"2012","NH",2012-10-11,"Obama","D",26,15735,46
"2012","NH",2012-10-11,"Romney","R",26,15735,50
"2012","NH",2012-10-14,"Obama","D",23,15815,47
"2012","NH",2012-10-14,"Romney","R",23,15815,47
"2012","NH",2012-10-15,"Obama","D",22,15868,50
"2012","NH",2012-10-15,"Romney","R",22,15868,49
"2012","NH",2012-10-19,"Obama","D",18,15964,48
"2012","NH",2012-10-19,"Romney","R",18,15964,49
"2012","NH",2012-10-21,"Obama","D",16,16050,51
"2012","NH",2012-10-21,"Romney","R",16,16050,42
"2012","NH",2012-10-22,"Obama","D",15,16070,47.5
"2012","NH",2012-10-22,"Romney","R",15,16070,47
"2012","NH",2012-10-23,"Obama","D",14,16106,48
"2012","NH",2012-10-23,"Romney","R",14,16106,50
"2012","NH",2012-10-25,"Obama","D",12,16204,48
"2012","NH",2012-10-25,"Romney","R",12,16204,45
"2012","NH",2012-10-28,"Obama","D",9,16255,48
"2012","NH",2012-10-28,"Romney","R",9,16255,44.5
"2012","NH",2012-10-29,"Obama","D",8,16398,49
"2012","NH",2012-10-29,"Romney","R",8,16398,47
"2012","NH",2012-10-31,"Obama","D",6,16447,50
"2012","NH",2012-10-31,"Romney","R",6,16447,44
"2012","NH",2012-11-01,"Obama","D",5,16495,50
"2012","NH",2012-11-01,"Romney","R",5,16495,49
"2012","NH",2012-11-02,"Obama","D",4,16528,48
"2012","NH",2012-11-02,"Romney","R",4,16528,48
"2012","NH",2012-11-03,"Obama","D",3,16595,47
"2012","NH",2012-11-03,"Romney","R",3,16595,43
"2012","NH",2012-11-04,"Obama","D",2,16600,49.8
"2012","NH",2012-11-04,"Romney","R",2,16600,47.4
"2012","NJ",2011-01-09,"Obama","D",667,10812,52
"2012","NJ",2011-01-09,"Romney","R",667,10812,37
"2012","NJ",2011-10-10,"Obama","D",393,11959,47
"2012","NJ",2011-10-10,"Romney","R",393,11959,41
"2012","NJ",2011-11-14,"Obama","D",358,12131,49
"2012","NJ",2011-11-14,"Romney","R",358,12131,40
"2012","NJ",2011-12-18,"Obama","D",324,12575,51
"2012","NJ",2011-12-18,"Romney","R",324,12575,32
"2012","NJ",2012-01-16,"Obama","D",295,12499,48
"2012","NJ",2012-01-16,"Romney","R",295,12499,38
"2012","NJ",2012-02-11,"Obama","D",269,13088,56
"2012","NJ",2012-02-11,"Romney","R",269,13088,31
"2012","NJ",2012-02-26,"Obama","D",254,13085,52
"2012","NJ",2012-02-26,"Romney","R",254,13085,38
"2012","NJ",2012-02-27,"Obama","D",253,13086,49
"2012","NJ",2012-02-27,"Romney","R",253,13086,39
"2012","NJ",2012-03-11,"Obama","D",240,13453,50
"2012","NJ",2012-03-11,"Romney","R",240,13453,37
"2012","NJ",2012-04-09,"Obama","D",211,13518,49
"2012","NJ",2012-04-09,"Romney","R",211,13518,40
"2012","NJ",2012-05-06,"Obama","D",184,13726,50
"2012","NJ",2012-05-06,"Romney","R",184,13726,36
"2012","NJ",2012-05-14,"Obama","D",176,13812,49
"2012","NJ",2012-05-14,"Romney","R",176,13812,39
"2012","NJ",2012-06-04,"Obama","D",155,14088,56
"2012","NJ",2012-06-04,"Romney","R",155,14088,33
"2012","NJ",2012-07-15,"Obama","D",114,14371,49
"2012","NJ",2012-07-15,"Romney","R",114,14371,38
"2012","NJ",2012-07-22,"Obama","D",107,14456,50
"2012","NJ",2012-07-22,"Romney","R",107,14456,42
"2012","NJ",2012-07-29,"Obama","D",100,14543,49
"2012","NJ",2012-07-29,"Romney","R",100,14543,36
"2012","NJ",2012-08-25,"Obama","D",73,14821,51
"2012","NJ",2012-08-25,"Romney","R",73,14821,37
"2012","NJ",2012-09-02,"Obama","D",65,14902,51
"2012","NJ",2012-09-02,"Romney","R",65,14902,44
"2012","NJ",2012-09-12,"Obama","D",55,15035,51.5
"2012","NJ",2012-09-12,"Romney","R",55,15035,37.5
"2012","NJ",2012-09-14,"Obama","D",53,15195,52
"2012","NJ",2012-09-14,"Romney","R",53,15195,40
"2012","NJ",2012-09-23,"Obama","D",44,15299,52
"2012","NJ",2012-09-23,"Romney","R",44,15299,37
"2012","NJ",2012-09-30,"Obama","D",37,15491,56
"2012","NJ",2012-09-30,"Romney","R",37,15491,39
"2012","NJ",2012-10-08,"Obama","D",29,15691,51
"2012","NJ",2012-10-08,"Romney","R",29,15691,40
"2012","NJ",2012-10-11,"Obama","D",26,15846,54
"2012","NJ",2012-10-11,"Romney","R",26,15846,41
"2012","NJ",2012-10-14,"Obama","D",23,15819,49.5
"2012","NJ",2012-10-14,"Romney","R",23,15819,42
"2012","NJ",2012-10-18,"Obama","D",19,15975,53.5
"2012","NJ",2012-10-18,"Romney","R",19,15975,39
"2012","NJ",2012-10-25,"Obama","D",12,16213,51
"2012","NJ",2012-10-25,"Romney","R",12,16213,41
"2012","NJ",2012-11-03,"Obama","D",3,16587,53
"2012","NJ",2012-11-03,"Romney","R",3,16587,41
"2012","NM",2011-02-06,"Obama","D",639,10940,53
"2012","NM",2011-02-06,"Romney","R",639,10940,37
"2012","NM",2011-12-12,"Obama","D",330,12539,53
"2012","NM",2011-12-12,"Romney","R",330,12539,38
"2012","NM",2012-02-14,"Obama","D",266,13145,55
"2012","NM",2012-02-14,"Romney","R",266,13145,36
"2012","NM",2012-04-03,"Obama","D",217,13487,52
"2012","NM",2012-04-03,"Romney","R",217,13487,36
"2012","NM",2012-04-22,"Obama","D",198,13626,48
"2012","NM",2012-04-22,"Romney","R",198,13626,35
"2012","NM",2012-05-21,"Obama","D",169,13979,48
"2012","NM",2012-05-21,"Romney","R",169,13979,35
"2012","NM",2012-07-16,"Obama","D",113,14380,49
"2012","NM",2012-07-16,"Romney","R",113,14380,44
"2012","NM",2012-08-21,"Obama","D",77,14736,52
"2012","NM",2012-08-21,"Romney","R",77,14736,38
"2012","NM",2012-09-06,"Obama","D",61,14945,45
"2012","NM",2012-09-06,"Romney","R",61,14945,40
"2012","NM",2012-09-09,"Obama","D",58,14981,53
"2012","NM",2012-09-09,"Romney","R",58,14981,42
"2012","NM",2012-09-14,"Obama","D",53,15194,51
"2012","NM",2012-09-14,"Romney","R",53,15194,43
"2012","NM",2012-09-20,"Obama","D",47,15397,52
"2012","NM",2012-09-20,"Romney","R",47,15397,43
"2012","NM",2012-09-27,"Obama","D",40,15401,49.6666666666667
"2012","NM",2012-09-27,"Romney","R",40,15401,40.3333333333333
"2012","NM",2012-10-03,"Obama","D",34,16662,52
"2012","NM",2012-10-03,"Romney","R",34,16662,43
"2012","NM",2012-10-08,"Obama","D",29,15647,54
"2012","NM",2012-10-08,"Romney","R",29,15647,43
"2012","NM",2012-10-10,"Obama","D",27,15798,49
"2012","NM",2012-10-10,"Romney","R",27,15798,39
"2012","NM",2012-10-22,"Obama","D",15,16335,47
"2012","NM",2012-10-22,"Romney","R",15,16335,42
"2012","NM",2012-10-31,"Obama","D",6,16545,49
"2012","NM",2012-10-31,"Romney","R",6,16545,41
"2012","NM",2012-11-03,"Obama","D",3,16597,49
"2012","NM",2012-11-03,"Romney","R",3,16597,43
"2012","NV",2011-01-05,"Obama","D",671,10799,47
"2012","NV",2011-01-05,"Romney","R",671,10799,46
"2012","NV",2011-04-24,"Obama","D",562,11256,43
"2012","NV",2011-04-24,"Romney","R",562,11256,46
"2012","NV",2011-10-23,"Obama","D",380,12041,46
"2012","NV",2011-10-23,"Romney","R",380,12041,46
"2012","NV",2011-12-20,"Obama","D",322,12690,46
"2012","NV",2011-12-20,"Romney","R",322,12690,40
"2012","NV",2012-03-19,"Obama","D",232,13272,50
"2012","NV",2012-03-19,"Romney","R",232,13272,44
"2012","NV",2012-04-01,"Obama","D",219,13430,51
"2012","NV",2012-04-01,"Romney","R",219,13430,43
"2012","NV",2012-04-30,"Obama","D",190,13659,52
"2012","NV",2012-04-30,"Romney","R",190,13659,44
"2012","NV",2012-05-24,"Obama","D",166,13961,48
"2012","NV",2012-05-24,"Romney","R",166,13961,46
"2012","NV",2012-06-10,"Obama","D",149,14087,48
"2012","NV",2012-06-10,"Romney","R",149,14087,42
"2012","NV",2012-07-17,"Obama","D",112,14389,50
"2012","NV",2012-07-17,"Romney","R",112,14389,46
"2012","NV",2012-07-18,"Obama","D",111,14387,49
"2012","NV",2012-07-18,"Romney","R",111,14387,43
"2012","NV",2012-07-24,"Obama","D",105,14462,50
"2012","NV",2012-07-24,"Romney","R",105,14462,45
"2012","NV",2012-08-21,"Obama","D",77,14725,47
"2012","NV",2012-08-21,"Romney","R",77,14725,45
"2012","NV",2012-08-26,"Obama","D",72,14828,50
"2012","NV",2012-08-26,"Romney","R",72,14828,47
"2012","NV",2012-09-14,"Obama","D",53,15155,51
"2012","NV",2012-09-14,"Romney","R",53,15155,44
"2012","NV",2012-09-18,"Obama","D",49,15175,48
"2012","NV",2012-09-18,"Romney","R",49,15175,45.5
"2012","NV",2012-09-20,"Obama","D",47,15301,49
"2012","NV",2012-09-20,"Romney","R",47,15301,44.5
"2012","NV",2012-09-23,"Obama","D",44,15272,51
"2012","NV",2012-09-23,"Romney","R",44,15272,44
"2012","NV",2012-09-25,"Obama","D",42,15371,49
"2012","NV",2012-09-25,"Romney","R",42,15371,47
"2012","NV",2012-09-27,"Obama","D",40,15453,53
"2012","NV",2012-09-27,"Romney","R",40,15453,42
"2012","NV",2012-10-03,"Obama","D",34,15554,49
"2012","NV",2012-10-03,"Romney","R",34,15554,48
"2012","NV",2012-10-08,"Obama","D",29,15631,47
"2012","NV",2012-10-08,"Romney","R",29,15631,46.5
"2012","NV",2012-10-09,"Obama","D",28,15687,47
"2012","NV",2012-10-09,"Romney","R",28,15687,45
"2012","NV",2012-10-10,"Obama","D",27,15676,51
"2012","NV",2012-10-10,"Romney","R",27,15676,47
"2012","NV",2012-10-11,"Obama","D",26,15853,50
"2012","NV",2012-10-11,"Romney","R",26,15853,45
"2012","NV",2012-10-15,"Obama","D",22,15874,49
"2012","NV",2012-10-15,"Romney","R",22,15874,46
"2012","NV",2012-10-16,"Obama","D",21,15911,50
"2012","NV",2012-10-16,"Romney","R",21,15911,43
"2012","NV",2012-10-17,"Obama","D",20,15958,51
"2012","NV",2012-10-17,"Romney","R",20,15958,43
"2012","NV",2012-10-22,"Obama","D",15,16069,49
"2012","NV",2012-10-22,"Romney","R",15,16069,47
"2012","NV",2012-10-23,"Obama","D",14,16111,50
"2012","NV",2012-10-23,"Romney","R",14,16111,48
"2012","NV",2012-10-24,"Obama","D",13,16123,50.3333333333333
"2012","NV",2012-10-24,"Romney","R",13,16123,47.6666666666667
"2012","NV",2012-10-28,"Obama","D",9,16308,49
"2012","NV",2012-10-28,"Romney","R",9,16308,43
"2012","NV",2012-10-29,"Obama","D",8,16409,50
"2012","NV",2012-10-29,"Romney","R",8,16409,46
"2012","NV",2012-10-31,"Obama","D",6,16493,50
"2012","NV",2012-10-31,"Romney","R",6,16493,44
"2012","NV",2012-11-03,"Obama","D",3,16592,49
"2012","NV",2012-11-03,"Romney","R",3,16592,45
"2012","NV",2012-11-04,"Obama","D",2,16645,51
"2012","NV",2012-11-04,"Romney","R",2,16645,47
"2012","NY",2011-10-12,"Obama","D",391,11991,55
"2012","NY",2011-10-12,"Romney","R",391,11991,37
"2012","NY",2011-10-27,"Obama","D",376,12576,59
"2012","NY",2011-10-27,"Romney","R",376,12576,35
"2012","NY",2011-11-13,"Obama","D",359,12125,59
"2012","NY",2011-11-13,"Romney","R",359,12125,34
"2012","NY",2012-01-19,"Obama","D",292,13455,58
"2012","NY",2012-01-19,"Romney","R",292,13455,35
"2012","NY",2012-02-01,"Obama","D",279,13322,63
"2012","NY",2012-02-01,"Romney","R",279,13322,31
"2012","NY",2012-02-13,"Obama","D",267,13146,52
"2012","NY",2012-02-13,"Romney","R",267,13146,35
"2012","NY",2012-02-29,"Obama","D",251,13321,60
"2012","NY",2012-02-29,"Romney","R",251,13321,34
"2012","NY",2012-04-02,"Obama","D",218,13439,56
"2012","NY",2012-04-02,"Romney","R",218,13439,33
"2012","NY",2012-04-04,"Obama","D",216,13492,60
"2012","NY",2012-04-04,"Romney","R",216,13492,35
"2012","NY",2012-04-12,"Obama","D",208,13554,57
"2012","NY",2012-04-12,"Romney","R",208,13554,35
"2012","NY",2012-05-10,"Obama","D",180,13797,57
"2012","NY",2012-05-10,"Romney","R",180,13797,37
"2012","NY",2012-05-28,"Obama","D",162,13968,56
"2012","NY",2012-05-28,"Romney","R",162,13968,31
"2012","NY",2012-06-06,"Obama","D",153,14068,59
"2012","NY",2012-06-06,"Romney","R",153,14068,35
"2012","NY",2012-07-15,"Obama","D",114,14362,61
"2012","NY",2012-07-15,"Romney","R",114,14362,34
"2012","NY",2012-07-23,"Obama","D",106,14440,55
"2012","NY",2012-07-23,"Romney","R",106,14440,32
"2012","NY",2012-08-19,"Obama","D",79,14726,62
"2012","NY",2012-08-19,"Romney","R",79,14726,33
"2012","NY",2012-09-12,"Obama","D",55,14998,62
"2012","NY",2012-09-12,"Romney","R",55,14998,34
"2012","NY",2012-09-14,"Obama","D",53,15227,58
"2012","NY",2012-09-14,"Romney","R",53,15227,36
"2012","NY",2012-10-11,"Obama","D",26,15856,59
"2012","NY",2012-10-11,"Romney","R",26,15856,35
"2012","NY",2012-10-21,"Obama","D",16,16137,61
"2012","NY",2012-10-21,"Romney","R",16,16137,35
"2012","NY",2012-10-24,"Obama","D",13,16188,59
"2012","NY",2012-10-24,"Romney","R",13,16188,35
"2012","NY",2012-10-25,"Obama","D",12,16219,62
"2012","NY",2012-10-25,"Romney","R",12,16219,33
"2012","NY",2012-11-03,"Obama","D",3,16579,59
"2012","NY",2012-11-03,"Romney","R",3,16579,36
"2012","OH",2011-10-16,"Obama","D",387,12004,46
"2012","OH",2011-10-16,"Romney","R",387,12004,46
"2012","OH",2011-10-23,"Obama","D",380,12028,45
"2012","OH",2011-10-23,"Romney","R",380,12028,41
"2012","OH",2011-11-06,"Obama","D",366,12092,50
"2012","OH",2011-11-06,"Romney","R",366,12092,41
"2012","OH",2011-11-07,"Obama","D",365,12544,45
"2012","OH",2011-11-07,"Romney","R",365,12544,42
"2012","OH",2011-12-05,"Obama","D",337,12542,42
"2012","OH",2011-12-05,"Romney","R",337,12542,43
"2012","OH",2012-01-16,"Obama","D",295,12500,44
"2012","OH",2012-01-16,"Romney","R",295,12500,42
"2012","OH",2012-01-29,"Obama","D",282,12696,49
"2012","OH",2012-01-29,"Romney","R",282,12696,42
"2012","OH",2012-02-08,"Obama","D",272,12834,45
"2012","OH",2012-02-08,"Romney","R",272,12834,41
"2012","OH",2012-02-12,"Obama","D",268,13148,46
"2012","OH",2012-02-12,"Romney","R",268,13148,44
"2012","OH",2012-02-13,"Obama","D",267,13147,38
"2012","OH",2012-02-13,"Romney","R",267,13147,44
"2012","OH",2012-03-02,"Obama","D",249,13107,50
"2012","OH",2012-03-02,"Romney","R",249,13107,38
"2012","OH",2012-03-26,"Obama","D",225,13369,47.5
"2012","OH",2012-03-26,"Romney","R",225,13369,40.5
"2012","OH",2012-04-17,"Obama","D",203,13571,45
"2012","OH",2012-04-17,"Romney","R",203,13571,39
"2012","OH",2012-04-18,"Obama","D",202,13578,46
"2012","OH",2012-04-18,"Romney","R",202,13578,42
"2012","OH",2012-04-23,"Obama","D",197,13619,49
"2012","OH",2012-04-23,"Romney","R",197,13619,44
"2012","OH",2012-05-01,"Obama","D",189,13676,44
"2012","OH",2012-05-01,"Romney","R",189,13676,42
"2012","OH",2012-05-06,"Obama","D",184,13708,50
"2012","OH",2012-05-06,"Romney","R",184,13708,43
"2012","OH",2012-05-07,"Obama","D",183,13724,45
"2012","OH",2012-05-07,"Romney","R",183,13724,44
"2012","OH",2012-05-20,"Obama","D",170,13892,48
"2012","OH",2012-05-20,"Romney","R",170,13892,42
"2012","OH",2012-05-29,"Obama","D",161,13965,44
"2012","OH",2012-05-29,"Romney","R",161,13965,46
"2012","OH",2012-06-05,"Obama","D",154,14036,45
"2012","OH",2012-06-05,"Romney","R",154,14036,48
"2012","OH",2012-06-24,"Obama","D",135,14177,47
"2012","OH",2012-06-24,"Romney","R",135,14177,44
"2012","OH",2012-06-25,"Obama","D",134,14188,47
"2012","OH",2012-06-25,"Romney","R",134,14188,38
"2012","OH",2012-07-03,"Obama","D",126,14322,48
"2012","OH",2012-07-03,"Romney","R",126,14322,41
"2012","OH",2012-07-13,"Obama","D",116,14357,48
"2012","OH",2012-07-13,"Romney","R",116,14357,45
"2012","OH",2012-07-18,"Obama","D",111,14394,47
"2012","OH",2012-07-18,"Romney","R",111,14394,45
"2012","OH",2012-07-24,"Obama","D",105,14470,46.5
"2012","OH",2012-07-24,"Romney","R",105,14470,41.5
"2012","OH",2012-07-30,"Obama","D",99,14520,50
"2012","OH",2012-07-30,"Romney","R",99,14520,44
"2012","OH",2012-08-12,"Obama","D",86,14651,48
"2012","OH",2012-08-12,"Romney","R",86,14651,45
"2012","OH",2012-08-13,"Obama","D",85,14648,45
"2012","OH",2012-08-13,"Romney","R",85,14648,45
"2012","OH",2012-08-14,"Obama","D",84,14667,44
"2012","OH",2012-08-14,"Romney","R",84,14667,46
"2012","OH",2012-08-21,"Obama","D",77,14741,49.5
"2012","OH",2012-08-21,"Romney","R",77,14741,45
"2012","OH",2012-08-25,"Obama","D",73,14785,45
"2012","OH",2012-08-25,"Romney","R",73,14785,45
"2012","OH",2012-08-27,"Obama","D",71,14834,45
"2012","OH",2012-08-27,"Romney","R",71,14834,44
"2012","OH",2012-09-02,"Obama","D",65,14894,44
"2012","OH",2012-09-02,"Romney","R",65,14894,47
"2012","OH",2012-09-08,"Obama","D",59,14964,47
"2012","OH",2012-09-08,"Romney","R",59,14964,43
"2012","OH",2012-09-09,"Obama","D",58,14939,50
"2012","OH",2012-09-09,"Romney","R",58,14939,45
"2012","OH",2012-09-11,"Obama","D",56,15030,50
"2012","OH",2012-09-11,"Romney","R",56,15030,43
"2012","OH",2012-09-12,"Obama","D",55,15009,47.5
"2012","OH",2012-09-12,"Romney","R",55,15009,46.5
"2012","OH",2012-09-14,"Obama","D",53,15179,47
"2012","OH",2012-09-14,"Romney","R",53,15179,44
"2012","OH",2012-09-15,"Obama","D",52,15174,47
"2012","OH",2012-09-15,"Romney","R",52,15174,44
"2012","OH",2012-09-18,"Obama","D",49,15147,50
"2012","OH",2012-09-18,"Romney","R",49,15147,44
"2012","OH",2012-09-19,"Obama","D",48,15201,48
"2012","OH",2012-09-19,"Romney","R",48,15201,44
"2012","OH",2012-09-22,"Obama","D",45,15298,45
"2012","OH",2012-09-22,"Romney","R",45,15298,44
"2012","OH",2012-09-23,"Obama","D",44,15288,52
"2012","OH",2012-09-23,"Romney","R",44,15288,44
"2012","OH",2012-09-24,"Obama","D",43,15314,53
"2012","OH",2012-09-24,"Romney","R",43,15314,43
"2012","OH",2012-09-29,"Obama","D",38,15418,51
"2012","OH",2012-09-29,"Romney","R",38,15418,42
"2012","OH",2012-09-30,"Obama","D",37,15417,49
"2012","OH",2012-09-30,"Romney","R",37,15417,45
"2012","OH",2012-10-01,"Obama","D",36,15482,50.5
"2012","OH",2012-10-01,"Romney","R",36,15482,43
"2012","OH",2012-10-04,"Obama","D",33,15536,48
"2012","OH",2012-10-04,"Romney","R",33,15536,48
"2012","OH",2012-10-05,"Obama","D",32,15588,47
"2012","OH",2012-10-05,"Romney","R",32,15588,48
"2012","OH",2012-10-08,"Obama","D",29,15627,47.5
"2012","OH",2012-10-08,"Romney","R",29,15627,46.25
"2012","OH",2012-10-09,"Obama","D",28,15678,51
"2012","OH",2012-10-09,"Romney","R",28,15678,45
"2012","OH",2012-10-10,"Obama","D",27,15697,46.5
"2012","OH",2012-10-10,"Romney","R",27,15697,46.5
"2012","OH",2012-10-11,"Obama","D",26,15855,50
"2012","OH",2012-10-11,"Romney","R",26,15855,46
"2012","OH",2012-10-13,"Obama","D",24,15762,51
"2012","OH",2012-10-13,"Romney","R",24,15762,46
"2012","OH",2012-10-15,"Obama","D",22,15905,45.5
"2012","OH",2012-10-15,"Romney","R",22,15905,44.5
"2012","OH",2012-10-17,"Obama","D",20,15908,49
"2012","OH",2012-10-17,"Romney","R",20,15908,48
"2012","OH",2012-10-18,"Obama","D",19,15970,46
"2012","OH",2012-10-18,"Romney","R",19,15970,43
"2012","OH",2012-10-19,"Obama","D",18,15981,47
"2012","OH",2012-10-19,"Romney","R",18,15981,47
"2012","OH",2012-10-20,"Obama","D",17,15993,49
"2012","OH",2012-10-20,"Romney","R",17,15993,47
"2012","OH",2012-10-21,"Obama","D",16,16035,48.5
"2012","OH",2012-10-21,"Romney","R",16,16035,46
"2012","OH",2012-10-22,"Obama","D",15,16098,47
"2012","OH",2012-10-22,"Romney","R",15,16098,44
"2012","OH",2012-10-23,"Obama","D",14,16100,48
"2012","OH",2012-10-23,"Romney","R",14,16100,46.25
"2012","OH",2012-10-25,"Obama","D",12,16190,48.5
"2012","OH",2012-10-25,"Romney","R",12,16190,45.25
"2012","OH",2012-10-27,"Obama","D",10,16254,50
"2012","OH",2012-10-27,"Romney","R",10,16254,49
"2012","OH",2012-10-28,"Obama","D",9,16253,49.5
"2012","OH",2012-10-28,"Romney","R",9,16253,47
"2012","OH",2012-10-29,"Obama","D",8,16338,48
"2012","OH",2012-10-29,"Romney","R",8,16338,45.3333333333333
"2012","OH",2012-10-30,"Obama","D",7,16368,49.3333333333333
"2012","OH",2012-10-30,"Romney","R",7,16368,45
"2012","OH",2012-10-31,"Obama","D",6,16430,46
"2012","OH",2012-10-31,"Romney","R",6,16430,49
"2012","OH",2012-11-01,"Obama","D",5,16469,50
"2012","OH",2012-11-01,"Romney","R",5,16469,46.75
"2012","OH",2012-11-02,"Obama","D",4,16480,48
"2012","OH",2012-11-02,"Romney","R",4,16480,45
"2012","OH",2012-11-03,"Obama","D",3,16536,49.5
"2012","OH",2012-11-03,"Romney","R",3,16536,47
"2012","OH",2012-11-04,"Obama","D",2,16607,50.2
"2012","OH",2012-11-04,"Romney","R",2,16607,47.4
"2012","OH",2012-11-05,"Obama","D",1,16657,50
"2012","OH",2012-11-05,"Romney","R",1,16657,46
"2012","OK",2012-05-10,"Obama","D",180,13856,27
"2012","OK",2012-05-10,"Romney","R",180,13856,62
"2012","OK",2012-08-14,"Obama","D",84,14703,29
"2012","OK",2012-08-14,"Romney","R",84,14703,58
"2012","OK",2012-10-24,"Obama","D",13,16203,33
"2012","OK",2012-10-24,"Romney","R",13,16203,58
"2012","OR",2011-11-21,"Obama","D",351,12646,48
"2012","OR",2011-11-21,"Romney","R",351,12646,40
"2012","OR",2011-12-14,"Obama","D",328,12588,53
"2012","OR",2011-12-14,"Romney","R",328,12588,40
"2012","OR",2012-03-19,"Obama","D",232,13294,50
"2012","OR",2012-03-19,"Romney","R",232,13294,39
"2012","OR",2012-05-10,"Obama","D",180,13744,47
"2012","OR",2012-05-10,"Romney","R",180,13744,43
"2012","OR",2012-06-24,"Obama","D",135,14185,50
"2012","OR",2012-06-24,"Romney","R",135,14185,42
"2012","OR",2012-09-13,"Obama","D",54,15097,50
"2012","OR",2012-09-13,"Romney","R",54,15097,41
"2012","OR",2012-10-18,"Obama","D",19,15941,49
"2012","OR",2012-10-18,"Romney","R",19,15941,42
"2012","OR",2012-10-25,"Obama","D",12,16329,47
"2012","OR",2012-10-25,"Romney","R",12,16329,42
"2012","OR",2012-10-28,"Obama","D",9,16315,47
"2012","OR",2012-10-28,"Romney","R",9,16315,41
"2012","OR",2012-11-01,"Obama","D",5,16491,52
"2012","OR",2012-11-01,"Romney","R",5,16491,46
"2012","PA",2011-01-05,"Obama","D",671,10795,46
"2012","PA",2011-01-05,"Romney","R",671,10795,42
"2012","PA",2011-04-10,"Obama","D",576,11186,43
"2012","PA",2011-04-10,"Romney","R",576,11186,42
"2012","PA",2011-07-05,"Obama","D",490,11554,44
"2012","PA",2011-07-05,"Romney","R",490,11554,44
"2012","PA",2011-10-30,"Obama","D",373,12552,35
"2012","PA",2011-10-30,"Romney","R",373,12552,26
"2012","PA",2011-11-07,"Obama","D",365,12550,44
"2012","PA",2011-11-07,"Romney","R",365,12550,43
"2012","PA",2011-11-10,"Obama","D",362,12549,44
"2012","PA",2011-11-10,"Romney","R",362,12549,44
"2012","PA",2011-11-20,"Obama","D",352,12168,45
"2012","PA",2011-11-20,"Romney","R",352,12168,45
"2012","PA",2011-12-05,"Obama","D",337,12548,46
"2012","PA",2011-12-05,"Romney","R",337,12548,43
"2012","PA",2011-12-07,"Obama","D",335,12251,45
"2012","PA",2011-12-07,"Romney","R",335,12251,41
"2012","PA",2012-01-22,"Obama","D",289,13432,41
"2012","PA",2012-01-22,"Romney","R",289,13432,30
"2012","PA",2012-02-06,"Obama","D",274,12835,43
"2012","PA",2012-02-06,"Romney","R",274,12835,45
"2012","PA",2012-02-20,"Obama","D",260,13150,41
"2012","PA",2012-02-20,"Romney","R",260,13150,33
"2012","PA",2012-02-21,"Obama","D",259,13149,48
"2012","PA",2012-02-21,"Romney","R",259,13149,37
"2012","PA",2012-02-23,"Obama","D",257,13151,45
"2012","PA",2012-02-23,"Romney","R",257,13151,44
"2012","PA",2012-03-11,"Obama","D",240,13252,49
"2012","PA",2012-03-11,"Romney","R",240,13252,42
"2012","PA",2012-03-12,"Obama","D",239,13251,46
"2012","PA",2012-03-12,"Romney","R",239,13251,40
"2012","PA",2012-03-26,"Obama","D",225,13370,45
"2012","PA",2012-03-26,"Romney","R",225,13370,42
"2012","PA",2012-04-01,"Obama","D",219,13591,45
"2012","PA",2012-04-01,"Romney","R",219,13591,40
"2012","PA",2012-05-01,"Obama","D",189,13678,47
"2012","PA",2012-05-01,"Romney","R",189,13678,39
"2012","PA",2012-05-20,"Obama","D",170,13866,50
"2012","PA",2012-05-20,"Romney","R",170,13866,42
"2012","PA",2012-05-21,"Obama","D",169,13876,47
"2012","PA",2012-05-21,"Romney","R",169,13876,41
"2012","PA",2012-06-04,"Obama","D",155,14014,48
"2012","PA",2012-06-04,"Romney","R",155,14014,36
"2012","PA",2012-06-10,"Obama","D",149,14067,46
"2012","PA",2012-06-10,"Romney","R",149,14067,40
"2012","PA",2012-06-25,"Obama","D",134,14189,45
"2012","PA",2012-06-25,"Romney","R",134,14189,39
"2012","PA",2012-07-03,"Obama","D",126,14323,49
"2012","PA",2012-07-03,"Romney","R",126,14323,40
"2012","PA",2012-07-10,"Obama","D",119,14295,47
"2012","PA",2012-07-10,"Romney","R",119,14295,40
"2012","PA",2012-07-18,"Obama","D",111,14401,48
"2012","PA",2012-07-18,"Romney","R",111,14401,44
"2012","PA",2012-07-23,"Obama","D",106,14444,47.5
"2012","PA",2012-07-23,"Romney","R",106,14444,43
"2012","PA",2012-07-30,"Obama","D",99,14521,53
"2012","PA",2012-07-30,"Romney","R",99,14521,42
"2012","PA",2012-08-12,"Obama","D",86,14673,47
"2012","PA",2012-08-12,"Romney","R",86,14673,42
"2012","PA",2012-08-22,"Obama","D",76,14748,49
"2012","PA",2012-08-22,"Romney","R",76,14748,40
"2012","PA",2012-08-23,"Obama","D",75,14787,51
"2012","PA",2012-08-23,"Romney","R",75,14787,42
"2012","PA",2012-09-12,"Obama","D",55,15076,50
"2012","PA",2012-09-12,"Romney","R",55,15076,39
"2012","PA",2012-09-14,"Obama","D",53,15180,52
"2012","PA",2012-09-14,"Romney","R",53,15180,43
"2012","PA",2012-09-16,"Obama","D",51,15114,50
"2012","PA",2012-09-16,"Romney","R",51,15114,41
"2012","PA",2012-09-17,"Obama","D",50,15203,48
"2012","PA",2012-09-17,"Romney","R",50,15203,47
"2012","PA",2012-09-18,"Obama","D",49,15157,50
